10-0.005.txt,0.005,1024,2624,1422
10-0.008.txt,0.008,1024,4242,1436
10-0.01.txt,0.01,1024,5310,1426
10-0.025.txt,0.025,1024,13030,1406
10-0.05.txt,0.05,1024,26260,1412
11-0.005.txt,0.005,2048,10451,2816
11-0.008.txt,0.008,2048,16767,2834
11-0.01.txt,0.01,2048,21059,2890
11-0.025.txt,0.025,2048,52552,2792
11-0.05.txt,0.05,2048,105077,2826
12-0.005.txt,0.005,4096,41955,5692
12-0.008.txt,0.008,4096,67254,5710
12-0.01.txt,0.01,4096,83811,5690
12-0.025.txt,0.025,4096,209706,5648
12-0.05.txt,0.05,4096,418940,5656
13-0.005.txt,0.005,8192,167792,11366
13-0.008.txt,0.008,8192,268382,11282
13-0.01.txt,0.01,8192,335142,11294
13-0.025.txt,0.025,8192,838078,11288
13-0.05.txt,0.05,8192,1678595,11308
14-0.005.txt,0.005,16384,671150,22732
14-0.008.txt,0.008,16384,1074543,22638
14-0.01.txt,0.01,16384,1341734,22612
14-0.025.txt,0.025,16384,3355536,22780
14-0.05.txt,0.05,16384,6710725,22590
15-0.005.txt,0.005,32768,2684292,45406
15-0.008.txt,0.008,32768,4292795,45402
15-0.01.txt,0.01,32768,5367588,45290
15-0.025.txt,0.025,32768,13424677,45392
